FLOW serial number,FLOW source,FLOW destination,FLOW duration,FLOW packet count,FLOW bytes count,FLOW TX time difference median,FLOW TX time difference variance,FLOW packet length median,FLOW packet length variance,FLOW to router or broadcast,FLOW answer count,FLOW answer length median,FLOW answer length variance,FLOW response time median,FLOW response time variance,FLOW label
100.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.928545,14,588,0.071427,1.20863905325454E-10,42,0,1,14,42,0,0.003989,9.41368788265306E-06,1
23.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.96553,29,8294,0.0344835,6.35969387755143E-11,286,0,1,28,342,0,0.007992,2.46988517857143E-06,0
58.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.958337,24,1008,0.041665,3.73979697542534E-08,42,0,1,23,42,0,0.003929,2.36270412854442E-06,0
84.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.978262,46,13156,0.021739,8.18202469135783E-11,286,0,1,45,342,0,0.008045,9.31369728098766E-06,0
48.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.97436,39,11154,0.02564,4.75235457063714E-11,286,0,1,38,342,0,0.0086475,6.55856903047091E-07,0
93.2,b8:27:eb:f9:00:d6,ff:ff:ff:ff:ff:ff,0.998605,155,44330,0.0056785,1.2901824805743E-05,286,0,1,0,0,0,0,0,1
93.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.900085,10,2860,0.100008,1.26913580246967E-10,286,0,1,5,342,0,0.176195,0.002782351504,1
25.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.899987,10,420,0.100002,6.42469135801986E-11,42,0,1,9,42,0,0.003984,4.01118024691358E-08,0
26.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.750008,4,1144,0.250003,3.75555555556245E-11,286,0,1,4,342,0,0.011118,4.2586725E-07,0
78.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.977783,45,1890,0.022222,1.12679235537191E-10,42,0,1,44,42,0,0.0008825,6.50789867768595E-07,0
61.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.750012,7,294,0.125002,8.53333333332819E-11,42,0,1,7,42,0,0.004056,1.14457983673469E-06,0
3.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.954552,22,6292,0.045455,1.33836734693871E-10,286,0,1,21,342,0,0.011008,4.62465615419501E-06,0
86.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.666668,3,126,0.333334,1.43999999999622E-10,42,0,1,3,42,0,0.00406,1.20088888888888E-09,0
44.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.964286,28,8008,0.035714,7.08010973936921E-11,286,0,1,27,342,0,0.008002,1.63568815912209E-06,0
79.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.972207,36,10296,0.027776,1.06682448979594E-10,286,0,1,35,342,0,0.0081,2.9361209877551E-06,0
77.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.950002,20,840,0.050002,1.10620498614959E-10,42,0,1,19,42,0,0.003923,1.07095514127424E-06,0
39.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.92857,14,588,0.071434,2.57940828402379E-10,42,0,1,13,42,0,0.003958,1.68873007455621E-05,0
48.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.974364,39,11154,0.025641,1.88171745152362E-11,286,0,1,38,342,0,0.008009,4.92887482686981E-07,0
69.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.833279,6,1716,0.166652,1.58959999999896E-10,286,0,1,6,342,0,0.011079,2.41322138888889E-07,0
59.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.923078,13,546,0.07692,1.94138888888897E-10,42,0,1,12,42,0,0.004073,1.52861138888889E-07,0
77.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.949995,20,840,0.050001,1.497728531856E-10,42,0,1,19,42,0,0.003942,2.26140426592798E-07,0
84.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.978262,46,13156,0.021739,9.12424691358049E-11,286,0,1,45,342,0,0.008013,7.41463624691358E-07,0
86.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.666672,3,126,0.333336,2.2500000000045E-10,42,0,1,3,42,0,0.004077,2.52822222222223E-09,0
77.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.94997,20,840,0.049998,9.39279778393158E-11,42,0,1,19,42,0,0.003958,4.61457617728532E-09,0
5.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.975612,41,1722,0.0243905,4.67599999999983E-11,42,0,1,40,42,0,0.000875,1.607839094375E-06,0
57.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.87499,8,2288,0.124996,1.52816326530547E-10,286,0,1,8,342,0,0.01127,6.24166234375E-07,0
88.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.979588,49,2058,0.0204075,3.54513888888888E-11,42,0,1,48,42,0,0.0008915,1.09374583159722E-06,0
95.2,b8:27:eb:f9:00:d6,ff:ff:ff:ff:ff:ff,0.331124,163,6846,0.0017585,7.64652443834781E-07,42,0,1,0,0,0,0,0,1
95.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.666661,3,858,0.3333305,1.22500000001216E-11,286,0,1,3,342,0,0.011364,0.001130779764222,1
22.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.97876,47,13442,0.0212765,9.26294896030196E-11,286,0,1,46,342,0,0.0080335,1.61009472069943E-06,0
43.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.966627,30,1260,0.033333,8.74126040427991E-11,42,0,1,29,42,0,0.000932,1.58949801807372E-05,0
34.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.777784,8,336,0.111109,3.5485714285721E-10,42,0,1,8,42,0,0.003976,9.9976859375E-08,0
39.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.857192,13,546,0.071433,1.81722222222249E-10,42,0,1,13,42,0,0.003973,2.90908037869822E-06,0
57.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.874984,8,2288,0.124995,2.44204081632668E-10,286,0,1,8,342,0,0.011153,6.91309609375E-07,0
29.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.916642,12,3432,0.08333,1.97719008264458E-10,286,0,1,11,342,0,0.011095,1.06243909090909E-06,0
58.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.999973,25,1050,0.0416675,1.90081597222207E-10,42,0,1,24,42,0,0.0053695,3.08350991493056E-06,0
91.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.800003,5,1430,0.200004,1.71187500000002E-10,286,0,1,5,342,0,0.008035,8.6221824E-07,1
91.2,b8:27:eb:f9:00:d6,ff:ff:ff:ff:ff:ff,0.133446,66,2772,0.001762,6.34650938224852E-07,42,0,1,0,0,0,0,0,1
54.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.976198,42,12012,0.023809,2.01325537775134E-06,286,0,1,41,342,0,0.008006,6.00448987507436E-07,0
39.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.928563,14,588,0.071427,6.40710059171909E-11,42,0,1,13,42,0,0.003987,9.56324485207101E-07,0
16.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.960001,25,7150,0.0399995,1.12289930555579E-10,286,0,1,24,342,0,0.010082,3.64564474826389E-06,0
97.2,b8:27:eb:f9:00:d6,ff:ff:ff:ff:ff:ff,0.994192,487,20454,0.001762,6.62197700943284E-07,42,0,1,0,0,0,0,0,1
97.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0,1,286,0,0,286,0,1,1,342,0,0.047274,0,1
75.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.950015,20,5720,0.050001,6.795567867037E-11,286,0,1,19,342,0,0.011025,4.76615142936288E-06,0
97.2,b8:27:eb:f9:00:d6,ff:ff:ff:ff:ff:ff,0.914187,416,17472,0.001759,1.66419063129975E-05,42,0,1,0,0,0,0,0,1
97.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0,1,286,0,0,286,0,1,1,342,0,0.112124,0,1
80.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.928565,14,588,0.07143,4.22840236686334E-10,42,0,1,13,42,0,0.004042,3.25532224852071E-07,0
60.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.972974,37,10582,0.0270265,1.46663580246912E-10,286,0,1,36,342,0,0.008026,5.86962580246914E-07,0
23.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.965516,29,8294,0.034482,6.4418367346942E-11,286,0,1,28,342,0,0.008024,9.57851178571429E-07,0
35.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.977271,44,1848,0.022727,4.67831260140606E-11,42,0,1,43,42,0,0.000884,9.67458085451596E-08,0
59.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.923081,13,546,0.076924,3.60243055555531E-10,42,0,1,12,42,0,0.0040255,9.58541666666666E-09,0
94.2,b8:27:eb:f9:00:d6,ff:ff:ff:ff:ff:ff,0.586995,88,25168,0.005686,1.31164335124851E-05,286,0,1,0,0,0,0,0,1
94.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.888935,9,2574,0.111119,2.27109374999998E-10,286,0,1,7,342,0,0.03757,0.002534686933347,1
74.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.909061,11,462,0.090899,5.18689999999977E-10,42,0,1,11,42,0,0.003978,3.91563636363637E-09,0
13.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.975001,40,11440,0.025,2.96147271531905E-11,286,0,1,39,342,0,0.007995,5.59126840236686E-07,0
70.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0,1,42,0,0,42,0,1,1,42,0,0.004204,0,0
50.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.975609,41,1722,0.02439,7.83243750000004E-11,42,0,1,40,42,0,0.000889,1.071461209375E-06,0
93.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.89999,10,2860,0.099999,1.70098765432127E-10,286,0,1,10,342,0,0.011079,3.24304999999999E-09,1
65.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.979597,49,14014,0.020409,1.2832248263889E-10,286,0,1,48,342,0,0.0080085,3.00575999826389E-06,0
100.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.928575,14,588,0.071431,6.38224852070979E-11,42,0,1,14,42,0,0.0039385,7.22168367346938E-10,1
100.2,b8:27:eb:f9:00:d6,ff:ff:ff:ff:ff:ff,0.923959,404,16968,0.00176,2.38727254894987E-05,42,0,1,0,0,0,0,0,1
100.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.928561,14,588,0.071423,1.3771597633135E-10,42,0,1,14,42,0,0.0300945,0.002863416798781,1
1.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.976189,42,1764,0.02381,1.69815585960725E-11,42,0,1,41,42,0,0.00088,2.51923743367043E-06,0
17.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.96875,32,1344,0.03125,2.19354838709664E-11,42,0,1,31,42,0,0.00086,1.20189372112383E-06,0
31.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.866681,14,4004,0.066668,5.32544378697904E-11,286,0,1,14,342,0,0.0110945,4.63703265306122E-07,0
35.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.977274,44,1848,0.022727,1.32350459707944E-10,42,0,1,43,42,0,0.000887,0.000614210670968,0
95.2,b8:27:eb:f9:00:d6,ff:ff:ff:ff:ff:ff,0.299965,142,5964,0.001759,2.53233600100598E-06,42,0,1,0,0,0,0,0,1
95.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.666683,3,858,0.3333415,9.02499999999168E-11,286,0,1,3,342,0,0.011132,2.02499999999999E-09,1
58.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.958329,24,1008,0.041669,4.0433648393193E-10,42,0,1,23,42,0,0.003897,1.77401933081285E-06,0
70.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0,1,42,0,0,42,0,1,1,42,0,0.014477,0,0
77.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.950018,20,840,0.050004,1.1289196675901E-10,42,0,1,19,42,0,0.003972,2.28109462603878E-07,0
22.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.978721,47,13442,0.021277,2.43350661625702E-11,286,0,1,46,342,0,0.0079955,1.02756428213611E-06,0
2.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.833368,11,462,0.083333,8.75599999999747E-11,42,0,1,11,42,0,0.004022,2.46085899173554E-06,0
76.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.973678,38,10868,0.026315,5.26676406135878E-11,286,0,1,37,342,0,0.008017,7.9311884441198E-07,0
95.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.66668,3,858,0.33334,4.000000000008E-12,286,0,1,3,342,0,0.011547,1.89934822222222E-06,1
65.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.979593,49,14014,0.020409,6.51523437500002E-11,286,0,1,48,342,0,0.0080105,2.69824041666667E-07,0
31.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.9333,15,4290,0.0666665,3.66632653061251E-10,286,0,1,14,342,0,0.011083,5.06028229591836E-07,0
85.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.944457,18,5148,0.055558,2.75972318339116E-10,286,0,1,17,342,0,0.01108,1.08993777854671E-06,0
56.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.978711,47,1974,0.021276,2.85241020793958E-11,42,0,1,46,42,0,0.0008785,6.85271495746692E-07,0
57.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.874999,8,2288,0.125,8.09795918368259E-11,286,0,1,8,342,0,0.0111975,9.720165E-07,0
10.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.973688,38,10868,0.026316,2.53396639883113E-11,286,0,1,37,342,0,0.007977,3.80235175456538E-06,0
12.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.888892,9,378,0.111116,1.17499999999947E-10,42,0,1,9,42,0,0.003993,2.48882444444444E-07,0
75.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.949999,20,5720,0.050002,1.75418282548483E-10,286,0,1,19,342,0,0.011065,3.76425423268698E-06,0
85.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.944434,18,5148,0.055552,2.15584775086507E-10,286,0,1,17,342,0,0.011093,6.11780299653979E-06,0
71.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.970587,34,9724,0.029413,1.09410468319556E-10,286,0,1,33,342,0,0.008048,4.0223508503214E-06,0
88.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.9796,49,2058,0.0204085,1.04888888888889E-10,42,0,1,48,42,0,0.000856,8.23463125E-08,0
4.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.97221,36,10296,0.027778,4.23591836734689E-11,286,0,1,35,342,0,0.008032,6.51803627755102E-07,0
25.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.900004,10,420,0.099996,1.63802469135799E-10,42,0,1,9,42,0,0.00399,9.28124691358025E-07,0
25.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.899993,10,420,0.1,1.32617283950552E-10,42,0,1,9,42,0,0.003996,1.12863950617284E-07,0
32.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.972997,37,10582,0.0270275,6.67121913580311E-11,286,0,1,36,342,0,0.0080295,2.26127391589506E-06,0
26.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.750017,4,1144,0.250009,4.8222222222257E-11,286,0,1,4,342,0,0.0111635,1.0150411875E-06,0
85.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.888866,17,4862,0.055556,1.44234375000007E-10,286,0,1,17,342,0,0.011068,6.81952719723183E-07,0
84.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.978263,46,13156,0.021739,9.61906172839534E-11,286,0,1,45,342,0,0.008048,1.19636826666667E-06,0
30.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.979598,49,2058,0.020409,8.98732638888867E-11,42,0,1,48,42,0,0.000874,4.66485373263889E-09,0
30.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.979592,49,2058,0.020408,5.39305555555527E-11,42,0,1,48,42,0,0.000899,1.04561781835938E-05,0
69.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.833341,6,1716,0.166668,6.65599999999799E-11,286,0,1,6,342,0,0.011135,1.08694313888889E-06,0
69.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.833301,6,1716,0.166663,9.97600000000685E-11,286,0,1,6,342,0,0.011109,2.55188888888887E-09,0
57.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.874945,8,2288,0.12499,5.12653061224734E-11,286,0,1,8,342,0,0.011127,5.5644925E-07,0
57.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.749983,7,2002,0.124995,2.15805555555631E-10,286,0,1,7,342,0,0.011184,6.68958816326531E-07,0
32.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.97298,37,10582,0.027028,5.50061728395068E-11,286,0,1,36,342,0,0.0080525,2.83103939737654E-06,0
84.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.978281,46,13156,0.021739,9.21106172839484E-11,286,0,1,45,342,0,0.008056,4.67259296E-06,0
5.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.975647,41,1722,0.024391,1.07174437500001E-09,42,0,1,40,42,0,0.000916,0.000345113546778,0
82.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.928477,14,588,0.071423,1.98982248520688E-10,42,0,1,14,42,0,0.003962,4.58857142857144E-09,0
84.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.97826,46,13156,0.021738,1.06543209876544E-10,286,0,1,45,342,0,0.008006,3.95075887111111E-06,0
42.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.977757,45,12870,0.022222,4.11874999999966E-11,286,0,1,44,342,0,0.0080145,5.86539402892562E-07,0
80.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.928566,14,588,0.071425,1.61207100591698E-10,42,0,1,13,42,0,0.004019,1.52736202366864E-06,0
35.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.977275,44,1848,0.022728,1.31963223363967E-11,42,0,1,43,42,0,0.000874,4.45538266955111E-06,0
17.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.968749,32,1344,0.03125,1.67408949011439E-11,42,0,1,31,42,0,0.000895,1.12756269510926E-06,0
84.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.978266,46,13156,0.021739,9.24513580246933E-11,286,0,1,45,342,0,0.008008,1.01517563654321E-06,0
87.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.967735,31,1302,0.032259,1.01205555555568E-10,42,0,1,30,42,0,0.0009045,1.39704211666667E-06,0
25.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.899977,10,420,0.100001,2.55358024691323E-10,42,0,1,9,42,0,0.004006,3.06799506172839E-07,0
79.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.972216,36,10296,0.027778,2.0709714285714E-10,286,0,1,35,342,0,0.008036,2.18931206204082E-06,0
74.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.909067,11,462,0.0909105,4.8921000000005E-10,42,0,1,11,42,0,0.003974,3.86558545454545E-07,0
13.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.975001,40,11440,0.025,6.77685733070335E-11,286,0,1,39,342,0,0.007997,4.67788725838264E-07,0
70.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0,1,42,0,0,42,0,1,1,42,0,0.004327,0,0
46.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.972198,36,1512,0.027778,3.80212244897973E-11,42,0,1,35,42,0,0.000876,7.04261245387755E-06,0
72.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.971433,35,1470,0.028572,4.25406574394488E-11,42,0,1,34,42,0,0.000904,0.000149836950066,0
47.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.97617,42,12012,0.023809,3.57311124330753E-11,286,0,1,41,342,0,0.008019,1.1521181189768E-06,0
52.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.956525,23,966,0.0434785,8.87871900826656E-11,42,0,1,22,42,0,0.003926,5.68958556198347E-06,0
44.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.928606,27,7722,0.035714,1.18159763313619E-10,286,0,1,27,342,0,0.008013,1.92302089986283E-06,0
5.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.975603,41,1722,0.02439,1.72693750000012E-11,42,0,1,40,42,0,0.0008955,2.1122264E-07,0
63.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.833345,6,1716,0.166669,1.60000000000009E-10,286,0,1,6,342,0,0.0115995,3.04111480555556E-06,0
47.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.976193,42,12012,0.02381,1.22096371207621E-10,286,0,1,41,342,0,0.008013,1.22395919214753E-06,0
39.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.928576,14,588,0.071424,1.73917159763359E-10,42,0,1,13,42,0,0.003995,7.35733621301775E-07,0
45.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.83333,6,1716,0.166663,1.21199999999965E-10,286,0,1,6,342,0,0.0113445,6.21655555555556E-07,0
86.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.666657,3,126,0.3333285,2.02499999999156E-11,42,0,1,3,42,0,0.004125,2.17688888888887E-09,0
65.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.979584,49,14014,0.020408,4.69166666666697E-11,286,0,1,48,342,0,0.0080145,1.98077412326389E-06,0
31.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.999974,16,4576,0.066666,8.52622222222445E-11,286,0,1,15,342,0,0.011065,6.89272693333334E-07,0
36.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.979173,48,2016,0.020833,6.62064282480747E-11,42,0,1,47,42,0,0.00087,5.55907826165686E-07,0
17.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.968751,32,1344,0.03125,3.20957336108198E-11,42,0,1,31,42,0,0.000912,1.37262809157128E-06,0
77.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.950001,20,840,0.049999,1.56997229916915E-10,42,0,1,19,42,0,0.003966,3.28066335180055E-06,0
3.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.90911,21,6006,0.0454585,1.48650000000008E-10,286,0,1,21,342,0,0.011025,2.67360212698413E-06,0
99.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.900053,10,420,0.100001,2.39432098765425E-10,42,0,1,8,42,0,0.119502,0.004417982537734,1
99.2,b8:27:eb:f9:00:d6,ff:ff:ff:ff:ff:ff,0.993955,159,45474,0.005669,6.69546935222721E-06,286,0,1,0,0,0,0,0,1
67.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.979168,48,13728,0.020833,6.08691715708478E-11,286,0,1,47,342,0,0.008043,2.03365232593934E-06,0
5.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.97561,41,1722,0.0243905,1.58437500000004E-10,42,0,1,40,42,0,0.0008995,5.103289849375E-06,0
97.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0,1,286,0,0,286,0,1,1,342,0,0.011219,0,1
100.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.92855,14,588,0.071431,5.0514792899408E-10,42,0,1,14,42,0,0.0039825,6.18919429438775E-05,1
4.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.972213,36,10296,0.027778,9.5392653061222E-11,286,0,1,35,342,0,0.008024,4.15145342040817E-07,0
89.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.979638,49,2058,0.020409,3.21442708333334E-10,42,0,1,45,42,0,0.001944,0.000847545033287,0
82.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.928551,14,588,0.071432,3.19846153846119E-10,42,0,1,13,42,0,0.00405,1.01876975147929E-06,0
61.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.875004,8,336,0.125,2.72244897959122E-10,42,0,1,7,42,0,0.003984,1.36341163265306E-06,0
36.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.979164,48,2016,0.020833,5.47958352195593E-11,42,0,1,47,42,0,0.000866,2.94217551833409E-07,0
44.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.928598,27,7722,0.035715,1.15828402366851E-10,286,0,1,27,342,0,0.00805,8.60642962962963E-07,0
97.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0,1,286,0,0,286,0,1,1,342,0,0.011247,0,1
12.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.777806,8,336,0.111116,1.07551020408201E-10,42,0,1,8,42,0,0.0040305,1.84287484375E-07,0
53.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.978733,47,1974,0.021277,3.4331285444237E-11,42,0,1,46,42,0,0.0008695,5.3062340879017E-07,0
9.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.888893,9,378,0.111111,6.52343750000112E-11,42,0,1,8,42,0,0.003982,6.7017359375E-08,0
67.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.979184,48,13728,0.020833,4.89751018560403E-11,286,0,1,47,342,0,0.008036,1.91751640018108E-06,0
