FLOW serial number,FLOW source,FLOW destination,FLOW duration,FLOW packet count,FLOW bytes count,FLOW TX time difference median,FLOW TX time difference variance,FLOW packet length median,FLOW packet length variance,FLOW to router or broadcast,FLOW answer count,FLOW answer length median,FLOW answer length variance,FLOW response time median,FLOW response time variance,FLOW label
69.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.833334,6,1716,0.166661,3.07760000000269E-10,286,0,1,6,342,0,0.01112,7.23022222222229E-09,0
64.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.954552,22,6292,0.045452,1.56789115646266E-10,286,0,1,21,342,0,0.011038,3.03526136054422E-06,0
84.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.978278,46,13156,0.021739,5.63832098765429E-11,286,0,1,45,342,0,0.008011,9.43273928888889E-07,0
36.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.979165,48,2016,0.020834,7.49751018560428E-11,42,0,1,47,42,0,0.000891,1.60301081937528E-07,0
64.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.954542,22,6292,0.045456,6.9283446712015E-11,286,0,1,21,342,0,0.011028,5.09894882086168E-06,0
35.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.977274,44,1848,0.022728,1.23969713358568E-11,42,0,1,43,42,0,0.000881,7.92801443050298E-06,0
54.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.976189,42,12012,0.023809,1.01566924449735E-10,286,0,1,41,342,0,0.008281,2.08281704580607E-06,0
36.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.979166,48,2016,0.020834,3.71960162969644E-11,42,0,1,47,42,0,0.000858,8.74196424626528E-07,0
89.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.979569,49,2058,0.020409,1.73923177083327E-10,42,0,1,49,42,0,0.001002,3.68695020408163E-07,0
17.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.968753,32,1344,0.03125,5.1893860561909E-11,42,0,1,31,42,0,0.00089,1.02089083454735E-06,0
74.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.818214,10,420,0.090912,1.67777777777739E-10,42,0,1,10,42,0,0.0039765,5.0410796E-06,0
60.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.972963,37,10582,0.027029,1.87298611111109E-10,286,0,1,36,342,0,0.0080415,9.84322545524692E-07,0
37.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.977738,45,1890,0.022222,5.00351239669416E-11,42,0,1,44,42,0,0.0008875,1.90691340392562E-07,0
34.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.888912,9,378,0.1111155,1.21999999999949E-10,42,0,1,8,42,0,0.0039775,6.12150000000001E-09,0
47.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.976169,42,12012,0.023809,4.19512195121929E-11,286,0,1,41,342,0,0.008013,3.99754224985128E-06,0
48.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.974361,39,11154,0.02564,4.64411357340742E-11,286,0,1,38,342,0,0.0091265,1.67179411080332E-06,0
11.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.978724,47,1974,0.021277,3.83686200378066E-11,42,0,1,46,42,0,0.00085,1.68861594045369E-07,0
53.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.978724,47,1974,0.021276,6.76729678638972E-11,42,0,1,46,42,0,0.0008725,1.07846411909263E-06,0
13.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.974999,40,11440,0.025,3.52557527942147E-11,286,0,1,39,342,0,0.008026,1.37979617357002E-06,0
58.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.958342,24,1008,0.041667,7.91720226843316E-11,42,0,1,23,42,0,0.003939,1.60970590926276E-06,0
26.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.749984,4,1144,0.249997,1.0688888888885E-10,286,0,1,4,342,0,0.0111325,9.00468749999999E-09,0
92.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.666673,3,858,0.3333365,6.24999999994311E-12,286,0,1,3,342,0,0.01118,1.68000000000003E-10,1
68.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.971428,35,1470,0.028571,4.71833910034632E-11,42,0,1,34,42,0,0.0008955,8.76421865916955E-07,0
84.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.978257,46,13156,0.021739,7.4531358024689E-11,286,0,1,45,342,0,0.008024,7.80836133333334E-07,0
15.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.972222,36,10296,0.027777,1.00862040816327E-10,286,0,1,35,342,0,0.007999,1.03887026122449E-06,0
49.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.962956,27,7722,0.037037,7.8715976331354E-11,286,0,1,26,342,0,0.0080235,2.70124911982248E-06,0
54.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.976193,42,12012,0.023809,4.61939321832231E-11,286,0,1,41,342,0,0.007998,6.15409306365259E-07,0
65.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.979588,49,14014,0.020408,1.15534722222225E-10,286,0,1,48,342,0,0.0079915,5.83260373263888E-09,0
11.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.978727,47,1974,0.021277,1.74499524102079E-07,42,0,1,46,42,0,0.000852,4.2009249952741E-07,0
51.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.857151,13,3718,0.0714305,1.49187500000014E-10,286,0,1,13,342,0,0.011096,4.77230284023669E-07,0
65.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.979594,49,14014,0.020409,9.2373263888892E-11,286,0,1,48,342,0,0.0080415,6.12657227039931E-06,0
97.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0,1,286,0,0,286,0,1,1,342,0,0.011207,0,1
92.2,b8:27:eb:f9:00:d6,ff:ff:ff:ff:ff:ff,0.993841,162,46332,0.00567,1.99065763419621E-06,286,0,1,0,0,0,0,0,1
92.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.666673,3,858,0.3333365,2.25000000004613E-12,286,0,1,1,342,0,0.119126,0,1
87.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.967733,31,1302,0.032258,2.09122222222217E-11,42,0,1,30,42,0,0.0009155,9.31997445555555E-07,0
92.2,b8:27:eb:f9:00:d6,ff:ff:ff:ff:ff:ff,0.99046,156,44616,0.005671,4.23973029261186E-06,286,0,1,0,0,0,0,0,1
92.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.666648,3,858,0.333324,1.6000000000032E-11,286,0,1,2,342,0,0.045191,0.000962488576,1
38.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.954531,22,6292,0.045457,8.74557823129326E-11,286,0,1,21,342,0,0.011035,8.21882184126984E-06,0
32.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.972948,37,10582,0.027027,3.18888888888921E-11,286,0,1,36,342,0,0.0080215,1.4584468117284E-06,0
41.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.800009,5,210,0.2000045,1.33187500000013E-10,42,0,1,5,42,0,0.004033,4.56503999999997E-09,0
97.2,b8:27:eb:f9:00:d6,ff:ff:ff:ff:ff:ff,0.999651,483,20286,0.001762,8.49544710374305E-07,42,0,1,0,0,0,0,0,1
97.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0,1,286,0,0,286,0,1,1,342,0,0.079043,0,1
18.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.800001,5,210,0.2000005,1.73187499999993E-10,42,0,1,5,42,0,0.004058,7.01590400000001E-08,0
25.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.900006,10,420,0.100005,2.03777777777777E-10,42,0,1,9,42,0,0.003991,5.62716E-07,0
91.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.799978,5,1430,0.1999955,3.72500000000745E-11,286,0,1,5,342,0,0.008001,1.7961584E-07,1
34.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.888876,9,378,0.111111,7.25000000000218E-11,42,0,1,8,42,0,0.0039815,5.18430234375E-07,0
60.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.972987,37,10582,0.027028,9.52986111111054E-11,286,0,1,36,342,0,0.008054,1.94447940972222E-06,0
77.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.949996,20,840,0.050001,1.7669252077563E-10,42,0,1,19,42,0,0.003928,1.72481900277008E-07,0
29.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.833335,11,3146,0.083335,3.43650000000028E-10,286,0,1,11,342,0,0.011042,1.4370438677686E-06,0
27.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.959999,25,1050,0.0400015,8.71232638889063E-11,42,0,1,24,42,0,0.003067,2.06060857638889E-06,0
77.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.950009,20,840,0.050003,1.78880886426578E-10,42,0,1,19,42,0,0.003974,1.70970236565097E-06,0
7.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.949996,20,5720,0.050001,3.08481994459845E-10,286,0,1,19,342,0,0.011027,2.02315356232687E-06,0
15.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.972198,36,10296,0.027777,4.84783673469358E-11,286,0,1,35,342,0,0.008002,1.17709071346939E-06,0
86.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.666654,3,126,0.333327,9.000000000018E-12,42,0,1,3,42,0,0.0058,1.43284466666667E-06,0
91.2,b8:27:eb:f9:00:d6,ff:ff:ff:ff:ff:ff,0.998278,448,18816,0.001758,2.53998360467947E-05,42,0,1,0,0,0,0,0,1
91.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.799999,5,1430,0.1999995,3.78187500000222E-10,286,0,1,5,342,0,0.051432,0.00084726982504,1
92.2,b8:27:eb:f9:00:d6,ff:ff:ff:ff:ff:ff,0.994707,161,46046,0.0056665,2.44575679964844E-06,286,0,1,0,0,0,0,0,1
92.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.666623,3,858,0.3333115,3.80250000000219E-10,286,0,1,1,342,0,0.112991,0,1
25.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.999972,11,462,0.099998,9.17599999999987E-11,42,0,1,10,42,0,0.0039855,1.02035636E-06,0
74.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.909066,11,462,0.090899,5.10640000000015E-10,42,0,1,11,42,0,0.004,8.96466809917355E-07,0
15.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.972226,36,10296,0.027778,3.76440816326531E-11,286,0,1,35,342,0,0.008001,7.22668451918368E-06,0
42.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.97778,45,12870,0.022222,4.2198347107439E-11,286,0,1,44,342,0,0.0080195,6.77419588326446E-07,0
58.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.916679,23,966,0.0416655,1.44448347107439E-10,42,0,1,23,42,0,0.003902,1.31430921361059E-06,0
36.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.979166,48,2016,0.020833,1.27704843820714E-11,42,0,1,47,42,0,0.00086,1.14115679492983E-07,0
85.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.944445,18,5148,0.055559,2.87536332179898E-10,286,0,1,17,342,0,0.011091,7.87424793771627E-06,0
51.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.928584,14,4004,0.071432,2.19171597633144E-10,286,0,1,13,342,0,0.011131,7.49197668639053E-07,0
98.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.966669,30,1260,0.033333,5.94149821640901E-11,42,0,1,30,42,0,0.0008985,6.70713698888889E-07,1
70.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0,1,42,0,0,42,0,1,1,42,0,0.004378,0,0
46.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.972227,36,1512,0.027778,1.35564081632657E-10,42,0,1,35,42,0,0.001006,0.00068804980114,0
82.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.928572,14,588,0.071428,1.89775147929038E-10,42,0,1,13,42,0,0.004033,5.91569467455621E-08,0
22.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.978724,47,13442,0.0212765,5.90642722117159E-11,286,0,1,46,342,0,0.0079955,1.16964717013233E-06,0
77.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.950005,20,840,0.050002,1.26614958448757E-10,42,0,1,19,42,0,0.003943,7.05391135734072E-08,0
92.2,b8:27:eb:f9:00:d6,ff:ff:ff:ff:ff:ff,0.184166,46,13156,0.002846,6.60729668839506E-06,286,0,1,0,0,0,0,0,1
92.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.666676,3,858,0.333338,1.000000000002E-12,286,0,1,3,342,0,0.011187,0.001341827304,1
66.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.952369,21,6006,0.0476175,1.14847499999996E-10,286,0,1,20,342,0,0.011073,2.2563899275E-06,0
65.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.979603,49,14014,0.0204095,7.59891493055621E-11,286,0,1,48,342,0,0.008018,1.0597949062066E-05,0
97.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0,1,286,0,0,286,0,1,1,342,0,0.011253,0,1
82.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.928565,14,588,0.07143,1.62840236686369E-10,42,0,1,13,42,0,0.00399,6.20509905325444E-07,0
46.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.972219,36,1512,0.027779,6.34155102040828E-11,42,0,1,35,42,0,0.000905,5.43174339591837E-07,0
28.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.967736,31,8866,0.032257,2.65822222222208E-11,286,0,1,30,342,0,0.008012,1.6713892E-06,0
58.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.958311,24,1008,0.041665,1.97342155009448E-10,42,0,1,23,42,0,0.003937,1.71714325519849E-06,0
61.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.999965,9,378,0.124997,4.03984375000149E-10,42,0,1,8,42,0,0.0039945,1.2878035E-06,0
50.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.975612,41,1722,0.02439,4.42600000000016E-11,42,0,1,40,42,0,0.0008805,6.992193469375E-06,0
52.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.95652,23,966,0.043479,1.07966942148768E-10,42,0,1,22,42,0,0.0039305,1.25402396694215E-06,0
13.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.974999,40,11440,0.025,2.32044707429327E-11,286,0,1,39,342,0,0.008041,5.67463648915188E-06,0
80.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.92857,14,588,0.07143,3.09940828402406E-10,42,0,1,13,42,0,0.00402,6.12335408284023E-07,0
65.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.979592,49,14014,0.020408,3.74722222222184E-11,286,0,1,48,342,0,0.0080395,8.69590873263889E-07,0
97.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0,1,286,0,0,286,0,1,1,342,0,0.011173,0,1
98.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.96666,30,1260,0.033334,2.41747919143875E-10,42,0,1,30,42,0,0.000892,3.64528432222222E-07,1
9.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.888894,9,378,0.111112,5.64375000000418E-11,42,0,1,8,42,0,0.003988,1.281131359375E-06,0
44.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.928587,27,7722,0.035714,1.77102071005916E-10,286,0,1,27,342,0,0.008037,6.31077912208505E-07,0
27.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.959993,25,1050,0.0400005,9.64565972222214E-11,42,0,1,24,42,0,0.002958,7.91446983333333E-06,0
25.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.899993,10,420,0.100002,2.82395061728389E-10,42,0,1,9,42,0,0.00398,3.56052691358025E-07,0
67.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.979161,48,13728,0.020834,3.38270710728803E-11,286,0,1,47,342,0,0.007991,6.09526661656858E-06,0
37.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.977816,45,1890,0.022222,4.3628099173552E-11,42,0,1,44,42,0,0.000877,3.58451958677686E-07,0
61.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.999978,9,378,0.1249945,2.09937499999984E-10,42,0,1,8,42,0,0.0040515,1.3805974375E-06,0
57.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.999987,9,2574,0.1249945,2.45234374999938E-10,286,0,1,8,342,0,0.011126,1.271870225E-05,0
11.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.978724,47,1974,0.021277,1.34555765595461E-11,42,0,1,46,42,0,0.0008675,1.10745155482042E-07,0
25.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.999983,11,462,0.1,1.70821000000001E-09,42,0,1,10,42,0,0.0040195,1.82722229E-06,0
4.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.972223,36,10296,0.027778,1.13245714285711E-10,286,0,1,35,342,0,0.008026,1.55714121632653E-06,0
10.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.973677,38,10868,0.026315,4.69437545653801E-11,286,0,1,37,342,0,0.007984,1.21226834331629E-06,0
61.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.875014,8,336,0.125001,1.01428571428505E-10,42,0,1,8,42,0,0.004019,5.279239234375E-06,0
58.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.958323,24,1008,0.041666,7.68657844990602E-11,42,0,1,23,42,0,0.003938,5.49271953119093E-06,0
58.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.999959,25,1050,0.0416675,2.42456597222202E-10,42,0,1,24,42,0,0.0039165,1.92621328993056E-06,0
32.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.972972,37,10582,0.027027,5.47222222222245E-11,286,0,1,36,342,0,0.008029,3.11687857098765E-06,0
85.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.944412,18,5148,0.055558,2.84110726643593E-10,286,0,1,18,342,0,0.011083,1.221645E-06,0
53.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.978724,47,1974,0.021277,4.11947069943255E-11,42,0,1,46,42,0,0.0008735,5.55544669659735E-07,0
51.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.92857,14,4004,0.07143,1.81940828402362E-10,286,0,1,13,342,0,0.011093,3.68372863905326E-07,0
25.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.899976,10,420,0.099998,7.20000000000104E-11,42,0,1,9,42,0,0.004014,3.96454666666667E-07,0
44.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.964278,28,8008,0.035713,3.30370370370409E-11,286,0,1,27,342,0,0.008007,6.90073824142661E-06,0
13.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.975,40,11440,0.025,5.53333333333326E-11,286,0,1,39,342,0,0.00802,1.52804879421433E-06,0
45.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.833312,6,1716,0.166664,2.65840000000032E-10,286,0,1,6,342,0,0.012415,1.15014688888889E-06,0
92.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.66664,3,858,0.33332,1.000000000002E-12,286,0,1,3,342,0,0.011179,2.28666666666652E-10,1
92.2,b8:27:eb:f9:00:d6,ff:ff:ff:ff:ff:ff,0.133818,22,6292,0.005914,9.25482775510204E-07,286,0,1,0,0,0,0,0,1
83.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.947398,19,798,0.052639,2.96395061728408E-10,42,0,1,18,42,0,0.015389,0.000952329744917,0
4.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.972215,36,10296,0.027777,9.73877551020398E-11,286,0,1,35,342,0,0.008025,6.51293719183674E-07,0
4.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.972219,36,10296,0.027777,2.32914427265306E-06,286,0,1,35,342,0,0.008052,5.7643889550173E-06,0
36.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.979163,48,2016,0.020833,2.87858759619706E-11,42,0,1,46,42,0,0.000881,0.000566561490104,0
14.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.954549,22,6292,0.045455,1.24013605442158E-10,286,0,1,21,342,0,0.011,2.86973736054422E-06,0
47.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.976164,42,12012,0.023809,3.67412254610349E-11,286,0,1,41,342,0,0.008013,2.86354527067222E-06,0
16.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.959998,25,7150,0.039999,6.82430555555642E-11,286,0,1,24,342,0,0.0101885,2.74660372222222E-06,0
15.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.972231,36,10296,0.027778,1.24142040816323E-10,286,0,1,35,342,0,0.007994,1.06097869061225E-06,0
45.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.833319,6,1716,0.166659,1.98160000000026E-10,286,0,1,6,342,0,0.011108,6.92818888888888E-08,0
42.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.977794,45,12870,0.022222,2.35599173553706E-11,286,0,1,44,342,0,0.0080185,8.57524088842975E-07,0
25.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.899995,10,420,0.099998,2.73580246913521E-11,42,0,1,9,42,0,0.003971,5.99655555555556E-08,0
72.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.971437,35,1470,0.0285725,1.18454152249135E-10,42,0,1,34,42,0,0.0009165,1.78418671972318E-06,0
31.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.999977,16,4576,0.066669,1.01182222222205E-10,286,0,1,15,342,0,0.011083,4.65243366222222E-06,0
52.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.956522,23,966,0.043479,6.48347107437926E-11,42,0,1,22,42,0,0.003927,1.28750878719008E-06,0
37.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.977784,45,1890,0.022222,1.22768595041314E-11,42,0,1,44,42,0,0.0008565,1.41898464359504E-07,0
22.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.978728,47,13442,0.021277,4.58204158790146E-11,286,0,1,46,342,0,0.008052,5.04082017013233E-06,0
65.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.979595,49,14014,0.020409,5.96349826388872E-11,286,0,1,48,342,0,0.0080575,1.81003828472222E-06,0
63.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.833332,6,1716,0.166668,5.54399999999421E-11,286,0,1,6,342,0,0.011176,1.16942047222222E-06,0
59.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.846154,12,504,0.07692,1.37719008264429E-10,42,0,1,12,42,0,0.0040035,7.19720055555555E-07,0
15.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.972223,36,10296,0.027778,9.21028571428528E-11,286,0,1,35,342,0,0.007988,9.27636228571429E-07,0
47.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.9762,42,12012,0.023809,2.9696609161214E-11,286,0,1,41,342,0,0.008016,1.49126028673409E-06,0
100.2,b8:27:eb:f9:00:d6,ff:ff:ff:ff:ff:ff,0.254106,126,5292,0.001764,6.41097360896E-07,42,0,1,0,0,0,0,0,1
100.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.928583,14,588,0.071431,4.87786982248446E-10,42,0,1,14,42,0,0.0040155,0.000160616781781,1
23.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.965527,29,8294,0.034484,2.78099489795915E-11,286,0,1,28,342,0,0.007995,6.66054301020408E-07,0
45.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.833321,6,1716,0.166664,2.06560000000127E-10,286,0,1,6,342,0,0.0111065,1.015625E-08,0
75.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.949973,20,5720,0.050002,2.71085872576133E-10,286,0,1,20,342,0,0.0110635,2.72560595E-06,0
17.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.937496,31,1302,0.03125,6.27822222222224E-11,42,0,1,31,42,0,0.000883,8.22071648283038E-07,0
13.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.975004,40,11440,0.025,9.15279421433262E-11,286,0,1,39,342,0,0.008,1.76778604589086E-05,0
4.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.972202,36,10296,0.027778,7.50171428571456E-11,286,0,1,35,342,0,0.008013,5.24898256326531E-07,0
3.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.909125,21,6006,0.0454585,1.67787499999982E-10,286,0,1,21,342,0,0.011036,2.09064071201814E-06,0
10.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.973678,38,10868,0.026315,5.93162892622386E-11,286,0,1,37,342,0,0.008001,1.20809843973703E-06,0
34.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.88889,9,378,0.1111105,9.36874999999905E-11,42,0,1,9,42,0,0.004032,6.97400000000001E-09,0
86.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.666676,3,126,0.333338,4.000000000008E-12,42,0,1,3,42,0,0.004055,8.08666666666675E-10,0
48.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.974364,39,11154,0.0256415,4.2290858725763E-11,286,0,1,38,342,0,0.0080325,4.31163095637119E-06,0
