FLOW serial number,FLOW source,FLOW destination,FLOW duration,FLOW packet count,FLOW bytes count,FLOW TX time difference median,FLOW TX time difference variance,FLOW packet length median,FLOW packet length variance,FLOW to router or broadcast,FLOW response time median,FLOW response time variance,FLOW response time average,FLOW response time min,FLOW response time max,FLOW label
81.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.169412,50,5100,0.002971,2.33153040066639E-06,102,0,1,0.001828,2.2977746847147E-06,0.002324734693878,0.001598,0.01128,0
5.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.134794,41,4182,0.002926,7.960150275E-07,102,0,1,0.001778,7.2176387507436E-07,0.002210682926829,0.001672,0.004848,0
67.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.191695,50,5100,0.003007,2.61088395918367E-06,102,0,1,0.00187,2.60245968929613E-06,0.002761326530612,0.001733,0.010121,0
38.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.182834,50,5100,0.003061,1.42581751853394E-06,102,0,1,0.001863,1.2868725697626E-06,0.002507040816327,0.001667,0.005569,0
92.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.381978,50,5100,0.005987,3.97939352286547E-05,102,0,1,0.003899,3.80252328438151E-05,0.006111183673469,0.001721,0.028601,1
91.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.333469,50,5100,0.005138,1.47860941274469E-05,102,0,1,0.00317,9.83538097042899E-06,0.004312734693878,0.001826,0.016354,1
96.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.294822,50,5100,0.004477,2.02544324598084E-05,102,0,1,0.0030545,1.98290825556E-05,0.00481038,0.001671,0.024593,1
81.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.204376,50,5100,0.003004,5.44643866972095E-06,102,0,1,0.001846,5.24552515368597E-06,0.003060224489796,0.001737,0.010026,0
16.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.170981,50,5100,0.002991,1.14530542523948E-06,102,0,1,0.001846,1.00044602249063E-06,0.002363653061224,0.001681,0.005236,0
54.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.178106,50,5100,0.002939,2.07945019075385E-06,102,0,1,0.001833,2.02843437817576E-06,0.002508224489796,0.001592,0.007884,0
21.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.21166,50,5100,0.003018,7.81529971095377E-06,102,0,1,0.001836,0.00120836777648,0.003092019230769,-0.174899,0.178502,0
74.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.166431,50,5100,0.002998,1.04459028821324E-06,102,0,1,0.001883,1.02957470970429E-06,0.002293326530612,0.001552,0.007748,0
62.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.166082,50,5100,0.002982,8.90939836734694E-07,102,0,1,0.001827,8.77431967513536E-07,0.002240693877551,0.001651,0.006151,0
29.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.177762,50,5100,0.003029,1.81468652977926E-06,102,0,1,0.001857,1.75784982340691E-06,0.002489816326531,0.00159,0.009033,0
66.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.203396,50,5100,0.003036,4.50224511870054E-06,102,0,1,0.0018405,4.43815777E-06,0.0030101,0.001686,0.012578,0
45.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.183927,50,5100,0.003028,1.97057570678884E-06,102,0,1,0.001857,1.95620260558101E-06,0.002611918367347,0.001655,0.007285,0
29.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.169653,50,5100,0.002972,1.05995462057476E-06,102,0,1,0.0018285,1.04114193E-06,0.0023421,0.001683,0.006678,0
12.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.169135,50,5100,0.003026,1.08141101124531E-06,102,0,1,0.001824,1.10533742190754E-06,0.002256918367347,0.001692,0.007576,0
97.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.225359,50,5100,0.003485,5.56653581007913E-06,102,0,1,0.001907,5.48732496459808E-06,0.00343187755102,0.001744,0.012646,1
61.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.159422,43,4386,0.003072,3.17046351473923E-06,102,0,1,0.0018555,3.09569450340136E-06,0.002576142857143,0.001774,0.010971,0
50.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.184157,50,5100,0.003063,3.94052262057476E-06,102,0,1,0.0018365,3.9566060564E-06,0.00258506,0.001716,0.014669,0
73.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.572072,50,5100,0.003928,0.001197156667486,102,0,1,0.001891,0.001189461918937,0.009837959183673,0.001699,0.181063,0
49.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.170617,50,5100,0.003022,1.13612814244065E-06,102,0,1,0.001853,9.02994652228239E-07,0.002327795918367,0.001706,0.005512,0
5.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.171303,50,5100,0.002994,1.00522246897126E-06,102,0,1,0.0018045,9.62826E-07,0.0023858,0.00165,0.006053,0
45.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.168677,50,5100,0.002975,9.33048237401083E-07,102,0,1,0.001835,9.35912408163265E-07,0.002301285714286,0.001693,0.005212,0
79.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.17009,50,5100,0.002991,8.63040337359433E-07,102,0,1,0.0018105,8.491566864E-07,0.00231056,0.001621,0.00547,0
29.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.181615,50,5100,0.003087,1.35458416326531E-06,102,0,1,0.001862,1.15287515868388E-06,0.002481673469388,0.001637,0.005981,0
24.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.179653,50,5100,0.003018,2.25687958433986E-06,102,0,1,0.001844,2.239405757601E-06,0.002536448979592,0.001639,0.010242,0
76.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.220098,50,5100,0.004089,3.33428624406497E-06,102,0,1,0.001931,1.2168593844E-06,0.00246066,0.001661,0.006041,0
59.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.169811,50,5100,0.002933,1.07695261640983E-06,102,0,1,0.00184,1.0300156464E-06,0.00235644,0.001632,0.006021,0
87.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.177774,50,5100,0.002987,2.19754293710954E-06,102,0,1,0.001849,2.1706642804E-06,0.00250214,0.001717,0.010353,0
76.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.207887,50,5100,0.004023,1.6624453027905E-06,102,0,1,0.0018845,1.3311647824E-06,0.00248824,0.001683,0.006583,0
57.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.014316,4,408,0.002931,7.979954E-06,102,0,1,0.001836,8.032056E-06,0.003834,0.001824,0.007842,0
5.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.163526,50,5100,0.003,5.83799174510621E-07,102,0,1,0.0018225,5.732157536E-07,0.00217592,0.001695,0.00534,0
53.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.175681,50,5100,0.002963,1.86889830154102E-06,102,0,1,0.001825,1.90329717034569E-06,0.002480183673469,0.001623,0.007871,0
76.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.172348,50,5100,0.002988,1.47299470220741E-06,102,0,1,0.001861,1.27551967180342E-06,0.002386040816327,0.00173,0.008124,0
1.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.170941,49,4998,0.0031615,1.02253111414931E-06,102,0,1,0.001834,1.30077469221158E-06,0.002466040816327,0.001696,0.00684,0
94.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.268432,50,5100,0.004339,6.83288391753436E-06,102,0,1,0.002062,7.23511771928363E-06,0.003634489795918,0.001762,0.014702,1
71.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.002842,2,204,0.002842,0,102,0,1,0.001659,0,0.001659,0.001659,0.001659,0
32.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.180008,50,5100,0.002994,2.19517749770929E-06,102,0,1,0.001854,2.18515369012911E-06,0.00254606122449,0.001673,0.009646,0
44.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.17911,50,5100,0.003022,1.92252013077884E-06,102,0,1,0.001852,1.89123698458975E-06,0.002520510204082,0.001659,0.008452,0
74.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.175934,50,5100,0.002993,3.66541894377343E-06,102,0,1,0.001854,3.67473939275302E-06,0.002469510204082,0.001739,0.014488,0
52.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.239828,50,5100,0.004354,2.47921685964182E-06,102,0,1,0.001929,1.7598725504E-06,0.00266536,0.001697,0.006998,0
38.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.178461,50,5100,0.002977,1.2432165880883E-06,102,0,1,0.001839,1.1295307184E-06,0.00244904,0.001665,0.005517,0
16.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.152821,45,4590,0.003072,8.43429662706612E-07,102,0,1,0.0019005,8.38912095041322E-07,0.002379363636364,0.001787,0.005474,0
56.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.056666,17,1734,0.003039,9.61200109375E-07,102,0,1,0.0018605,9.7618527734375E-07,0.0023748125,0.001646,0.005116,0
47.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.175509,50,5100,0.002989,2.19500757850895E-06,102,0,1,0.001799,2.1913623904E-06,0.00238236,0.001659,0.008324,0
21.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.068897,22,2244,0.002979,8.65946344671202E-07,102,0,1,0.001859,8.2670306122449E-07,0.002217714285714,0.001764,0.006046,0
36.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.020632,6,612,0.003178,1.93083064E-06,102,0,1,0.001905,1.8977836E-06,0.002895,0.001833,0.005345,0
54.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.170959,50,5100,0.003014,9.33741875885048E-07,102,0,1,0.0018475,9.413261136E-07,0.00236092,0.001738,0.005589,0
63.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.162975,50,5100,0.00298,5.47825775093711E-07,102,0,1,0.0018405,5.288886884E-07,0.00219046,0.00164,0.004641,0
20.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.200904,50,5100,0.00293,6.4562722790504E-06,102,0,1,0.001787,6.33070988E-06,0.002926,0.001649,0.016063,0
4.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.024837,7,714,0.003614,1.26994091666667E-06,102,0,1,0.0019305,1.26071533333333E-06,0.0025,0.001848,0.004975,0
76.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.166634,50,5100,0.003009,6.17901232819658E-07,102,0,1,0.001845,5.92564418992087E-07,0.002284224489796,0.001613,0.004794,0
74.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.170401,50,5100,0.002964,2.29753693877551E-06,102,0,1,0.001805,2.25199795918367E-06,0.002355714285714,0.00173,0.0112,0
6.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.082525,21,2142,0.003137,3.7669250875E-06,102,0,1,0.0018645,3.84142609E-06,0.0028999,0.001792,0.008571,0
94.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.189751,50,5100,0.003546,9.91530249062891E-07,102,0,1,0.0018495,9.767892816E-07,0.00237472,0.001649,0.005471,1
71.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0,1,102,0,0,102,0,1,0.001845,0,0,0,0,0
67.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.164858,50,5100,0.002998,1.01846849229488E-06,102,0,1,0.0018405,1.0195784736E-06,0.00220008,0.001394,0.007376,0
23.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.232607,50,5100,0.00419,9.28611299458559E-07,102,0,1,0.002978,8.348560336E-07,0.00352408,0.002777,0.006282,0
17.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.168686,50,5100,0.003016,1.16348595918367E-06,102,0,1,0.0018435,1.1198712516E-06,0.00228178,0.001755,0.006521,0
74.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.111505,33,3366,0.0030045,1.21428993652344E-06,102,0,1,0.0018185,1.22162925E-06,0.00232475,0.001698,0.006865,0
49.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.135496,41,4182,0.002967,1.30608109E-06,102,0,1,0.0018395,1.31232379E-06,0.0022969,0.001523,0.006661,0
50.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.170399,50,5100,0.002992,1.79383469804248E-06,102,0,1,0.001829,1.81921300791337E-06,0.002345632653061,0.001639,0.008278,0
43.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.174175,50,5100,0.002967,1.03516334360683E-06,102,0,1,0.00185,9.18840832986256E-07,0.00239906122449,0.001683,0.004955,0
61.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.053583,16,1632,0.003072,1.57797056E-06,102,0,1,0.001836,1.58165893333333E-06,0.002366,0.001721,0.006708,0
71.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.089211,23,2346,0.0031155,4.18244649793388E-06,102,0,1,0.00188,3.89989744628099E-06,0.002854090909091,0.001634,0.0098,0
69.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.176526,50,5100,0.00306,1.2398027755102E-06,102,0,1,0.001923,1.16461863973344E-06,0.002486183673469,0.001712,0.00633,0
64.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.161706,46,4692,0.003008,1.18221078222222E-06,102,0,1,0.001853,1.15026123950617E-06,0.002460222222222,0.001481,0.00563,0
3.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.163767,50,5100,0.002939,6.27131578508955E-07,102,0,1,0.001767,5.85935017076218E-07,0.002175408163265,0.001425,0.00447,0
25.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.180333,50,5100,0.002981,1.71429876634736E-06,102,0,1,0.00185,1.60535249396085E-06,0.002568469387755,0.001719,0.00718,0
41.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.095303,25,2550,0.0030305,2.30061778993056E-06,102,0,1,0.00184,2.34935495659722E-06,0.002819708333333,0.001728,0.006869,0
87.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.178966,50,5100,0.002983,2.30117949770929E-06,102,0,1,0.001849,2.17259130612245E-06,0.002481428571429,0.001546,0.007817,0
56.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.182783,50,5100,0.003038,1.47911239900042E-06,102,0,1,0.00189,1.51017485047897E-06,0.002617918367347,0.001779,0.006295,0
63.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.172017,50,5100,0.002995,1.54439085964182E-06,102,0,1,0.001828,1.4862915524E-06,0.00237474,0.001735,0.00808,0
22.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.063449,19,1938,0.0029955,8.18755719135802E-07,102,0,1,0.001856,8.45482987654321E-07,0.002424111111111,0.001792,0.004218,0
38.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.171436,50,5100,0.003044,1.10203449812578E-06,102,0,1,0.001847,1.10524868138276E-06,0.002350367346939,0.001508,0.006057,0
82.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.167661,50,5100,0.002935,1.32091900208247E-06,102,0,1,0.001819,1.26151627072053E-06,0.00226612244898,0.001706,0.00671,0
57.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.164474,50,5100,0.002985,9.59437053727614E-07,102,0,1,0.0018335,8.049323584E-07,0.00220204,0.00167,0.00642,0
24.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.247375,50,5100,0.004596,1.00885159600167E-06,102,0,1,0.002993,8.83817870054144E-07,0.003604387755102,0.0029,0.006272,0
1.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.180056,50,5100,0.003089,1.55353223740108E-06,102,0,1,0.001875,1.34374048313203E-06,0.002485918367347,0.001709,0.008099,0
47.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.171808,50,5100,0.002978,1.66015171428571E-06,102,0,1,0.001836,1.41205367180342E-06,0.002395959183673,0.001479,0.006939,0
7.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.1073,31,3162,0.003036,1.15059675555556E-06,102,0,1,0.001849,1.05006466222222E-06,0.002376933333333,0.001725,0.00542,0
30.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.168882,50,5100,0.002981,1.10626808163265E-06,102,0,1,0.001842,8.71287875885048E-07,0.002281040816327,0.001745,0.00638,0
66.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.176804,50,5100,0.003044,9.32659776759684E-07,102,0,1,0.001838,9.12055431070387E-07,0.002420551020408,0.00167,0.004976,0
62.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.183547,50,5100,0.00305,1.38749208163265E-06,102,0,1,0.001865,1.23919178342357E-06,0.002562367346939,0.001426,0.006069,0
81.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.172649,50,5100,0.002995,1.36824126780508E-06,102,0,1,0.001854,1.33001224323199E-06,0.002348959183673,0.0017,0.008708,0
15.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.106781,31,3162,0.0029355,1.75094163222222E-06,102,0,1,0.001829,1.70936002497399E-06,0.002439322580645,0.001685,0.008004,0
21.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.104002,31,3162,0.0029625,1.11182152888889E-06,102,0,1,0.001777,1.07616011666667E-06,0.0022885,0.001652,0.005266,0
32.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.189781,50,5100,0.002991,3.37886158517284E-06,102,0,1,0.0018425,3.3255214864E-06,0.00274344,0.001711,0.009224,0
46.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.166686,50,5100,0.003134,5.1116475635152E-07,102,0,1,0.001958,5.10297836734694E-07,0.002278142857143,0.001672,0.005207,0
15.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.00793,3,306,0.003965,3.9204E-08,102,0,1,0.001959,7.05600000000001E-09,0.001959,0.001875,0.002043,0
64.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.168266,50,5100,0.003,8.43190204081633E-07,102,0,1,0.001837,8.20990214910454E-07,0.002312224489796,0.001714,0.005204,0
96.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.529258,50,5100,0.008019,0.000103611660517,102,0,1,0.0045675,0.000102738559664,0.00724666,0.001845,0.062491,1
44.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.165844,50,5100,0.002991,5.87610489795919E-07,102,0,1,0.0018315,5.316721696E-07,0.00221452,0.00173,0.004621,0
89.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.194895,47,4794,0.003368,2.34564795510397E-06,102,0,1,0.0018685,6.95352122873346E-07,0.002238913043478,0.001734,0.005507,0
60.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.161988,50,5100,0.002983,6.90675862557268E-07,102,0,1,0.001886,0.000159959533528,0.00219462745098,-0.061584,0.065884,0
63.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.148578,47,4794,0.0029525,4.64310128544424E-07,102,0,1,0.001839,4.75904824196597E-07,0.002119043478261,0.00161,0.005373,0
95.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.357006,50,5100,0.005843,3.73458137692628E-05,102,0,1,0.003125,3.5987264121616E-05,0.005163795918367,0.001749,0.034946,1
82.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.013802,5,510,0.00322,3.5453525E-07,102,0,1,0.001956,3.577356875E-07,0.00221675,0.001743,0.003212,0
14.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.170241,50,5100,0.002946,1.03903584506456E-06,102,0,1,0.001802,1.05040836734694E-06,0.002328,0.001573,0.006254,0
12.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.174062,50,5100,0.002965,1.8839626122449E-06,102,0,1,0.001843,1.8525933394419E-06,0.002444612244898,0.00151,0.007699,0
22.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.174277,50,5100,0.002998,1.19196168929613E-06,102,0,1,0.001847,1.22462920533111E-06,0.002421755102041,0.001741,0.005791,0
96.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.516077,50,5100,0.008104,3.24851159458559E-05,102,0,1,0.0059535,3.18093709044E-05,0.00828734,0.001862,0.028288,1
63.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.174221,50,5100,0.003049,9.15798616409829E-07,102,0,1,0.001853,8.280579156E-07,0.00231038,0.00175,0.005684,0
95.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.355244,50,5100,0.004023,9.52982103115368E-05,102,0,1,0.002311,9.28670566513952E-05,0.005485040816327,0.001617,0.063624,1
29.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.174438,50,5100,0.002968,1.30091387588505E-06,102,0,1,0.001847,1.29746478384007E-06,0.002434693877551,0.001658,0.006345,0
91.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.210287,50,5100,0.003616,3.46990804081633E-06,102,0,1,0.00225,3.49337614827155E-06,0.00303187755102,0.001836,0.012108,1
8.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.170213,50,5100,0.002995,1.31182766430654E-06,102,0,1,0.001853,1.2793108421491E-06,0.00232612244898,0.001762,0.007909,0
99.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.226078,50,5100,0.003294,5.34514009579342E-06,102,0,1,0.002116,5.36303311620158E-06,0.003453163265306,0.001738,0.010808,1
9.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.167945,50,5100,0.003021,9.18158369845897E-07,102,0,1,0.001869,9.09470225739275E-07,0.002298244897959,0.001752,0.007438,0
2.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.177009,50,5100,0.003001,1.38449081632653E-06,102,0,1,0.001827,1.3893952564E-06,0.00246706,0.001721,0.007816,0
62.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.050154,15,1530,0.003002,1.62493767346939E-06,102,0,1,0.001863,1.64810824489796E-06,0.002441428571429,0.001749,0.00576,0
50.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.14156,38,3876,0.003069,2.15464226734843E-06,102,0,1,0.00186,2.17114039737034E-06,0.002671378378378,0.001734,0.007192,0
93.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.174339,50,5100,0.003074,1.37271728196585E-06,102,0,1,0.001832,1.34401255060392E-06,0.002348020408163,0.001634,0.006577,1
28.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.183008,50,5100,0.003068,1.44629289795918E-06,102,0,1,0.001834,1.39936440733028E-06,0.002510795918367,0.001454,0.006474,0
81.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.182489,50,5100,0.003095,1.7587060724698E-06,102,0,1,0.001936,1.54921115868388E-06,0.002585673469388,0.001727,0.007812,0
7.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.170566,49,4998,0.003,1.11356645659722E-06,102,0,1,0.0018385,1.05436430555556E-06,0.002376833333333,0.001747,0.005904,0
85.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.247248,50,5100,0.004339,4.41053680133278E-06,102,0,1,0.0019495,3.9184926224E-06,0.00291576,0.001676,0.011192,0
59.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.010953,4,408,0.003367,5.46088666666666E-07,102,0,1,0.001846,4.57442888888889E-07,0.002289333333333,0.001777,0.003245,0
43.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.079856,15,1530,0.0052145,4.58845714285714E-06,102,0,1,0.001927,1.52814740816327E-06,0.002381857142857,0.001618,0.006175,0
7.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.266629,50,5100,0.005154,3.49507742523948E-06,102,0,1,0.002064,1.5408418996E-06,0.00259802,0.001744,0.008675,0
30.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.172986,50,5100,0.003034,1.04986454643898E-06,102,0,1,0.001876,9.4578773E-07,0.0023817,0.001756,0.005465,0
56.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.177246,50,5100,0.002996,1.6085165214494E-06,102,0,1,0.0018535,1.6372032564E-06,0.00248294,0.001558,0.008057,0
23.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.249269,50,5100,0.004163,2.74118814827155E-06,102,0,1,0.003102,2.6666106676E-06,0.00401382,0.002857,0.011737,0
96.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.241619,50,5100,0.003362,1.33747788571429E-05,102,0,1,0.001919,1.29897269216E-05,0.00372328,0.001698,0.018447,1
100.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.270538,50,5100,0.00448,8.78073933361099E-06,102,0,1,0.002182,5.5417508846314E-06,0.003516183673469,0.001749,0.011276,1
75.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.025216,8,816,0.00313,9.02434775510204E-07,102,0,1,0.002014,8.53630984375E-07,0.002417625,0.001809,0.004641,0
18.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.169313,50,5100,0.002993,8.75449987505206E-07,102,0,1,0.001785,8.75421795918367E-07,0.002272714285714,0.001666,0.005797,0
60.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.175591,50,5100,0.003047,1.21451335193669E-06,102,0,1,0.0018735,1.0582887524E-06,0.00238074,0.001612,0.005948,0
24.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.180524,50,5100,0.00302,2.29095381007913E-06,102,0,1,0.001846,2.32514786838817E-06,0.002560265306122,0.001675,0.008103,0
45.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.178837,50,5100,0.003,1.32506627655144E-06,102,0,1,0.001892,1.33181575510204E-06,0.002544,0.001744,0.005875,0
59.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.171516,50,5100,0.002992,1.10034793419409E-06,102,0,1,0.0018315,1.1013352544E-06,0.00233684,0.0017,0.005898,0
42.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.163439,50,5087,0.002969,9.98389678467305E-07,102,3.3124,1,0.0018805,8.772019936E-07,0.00231608,0.001686,0.005528,0
46.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.171334,50,5100,0.00301,1.48923480882965E-06,102,0,1,0.00184,1.39316505955852E-06,0.002325040816327,0.0017,0.008355,0
